temperature_c,vibration,humidite_pct,pression_bar,heures_utilisation_jour,nb_alertes_7j,derniere_maintenance_jours,nb_interventions_12m,consommation_kwh_j,indice_usure,site,equipement_type,panne_30j,outlier_flag
70.89,9.21,65.92,8.09,20.86,21.0,705.0,5.0,728.666155,26.68,B,pompe,0,False
88.22,5.24,68.04,4.97,14.63,0.0,192.0,14.0,809.061809,75.36,C,pompe,0,False
81.54,12.28,59.29,5.21,6.11,9.0,367.0,18.0,270.618375,51.23,A,compresseur,0,False
58.65,4.18,88.42,2.81,15.01,22.0,374.0,7.0,537.24413,16.32,C,compresseur,0,False
83.28,8.81,56.77,7.55,7.9,10.0,3.0,5.0,216.487371,9.75,A,convoyeur,1,False
53.83,18.49,80.23,4.34,20.34,3.0,693.0,13.0,537.954678,79.98,C,convoyeur,0,False
84.96,15.64,22.42,9.1,21.82,22.0,3218.95,4.0,330.366785,84.42,C,compresseur,0,True
84.13,12.37,69.21,7.96,14.16,14.0,137.0,14.0,599.675565,13.87,C,convoyeur,0,False
94.11,10.95,78.25,9.22,4.51,18.0,449.0,15.0,750.552222,66.25,C,compresseur,1,False
68.43,17.49,89.98,8.1,17.2,18.0,290.0,6.0,58.745075,66.82,B,convoyeur,1,False
56.68,12.11,87.49,7.03,9.84,4.0,292.0,16.0,868.666054,98.51,C,convoyeur,0,False
72.81,2.67,36.21,1.04,17.16,21.0,476.0,8.0,619.387335,47.6,B,pompe,0,False
35.54,6.6,56.41,5.05,9.71,22.0,330.0,17.0,816.533276,50.39,C,convoyeur,0,False
53.36,12.47,84.54,4.68,18.3,7.0,103.0,10.0,394.831104,9.38,A,compresseur,1,False
69.72,2.4,53.76,4.52,13.72,20.0,581.0,17.0,44.206505,88.18,C,pompe,0,False
61.96,2.58,21.58,7.31,17.32,12.0,443.0,4.0,454.113813,63.86,C,convoyeur,0,False
76.96,15.01,22.2,5.71,5.14,24.0,75.0,9.0,574.215621,63.28,B,compresseur,1,False
89.34,0.38,79.56,1.14,15.48,19.0,689.0,14.0,350.57828,28.6,B,compresseur,0,False
55.77,8.24,40.97,6.95,9.93,11.0,321.0,9.0,343.764228,19.58,C,convoyeur,0,False
64.89,12.03,65.4,9.25,12.23,16.0,398.0,8.0,256.31896,18.49,B,compresseur,0,False
84.05,3.37,44.1,6.49,0.67,4.0,478.0,1.0,236.804552,35.38,A,convoyeur,0,False
78.68,17.8,43.1,7.27,13.98,8.0,107.0,18.0,129.684754,52.2,B,pompe,1,False
85.45,1.64,53.24,3.71,0.79,25.0,599.0,11.0,433.883354,13.12,C,pompe,0,False
82.46,5.07,20.83,4.89,19.95,12.0,436.0,5.0,468.221737,83.24,A,pompe,1,False
51.13,17.52,11.58,4.7,4.47,23.0,219.0,6.0,312.24473,89.91,C,convoyeur,1,False
65.04,14.49,80.06,8.23,3.86,11.0,25.0,16.0,367.626255,95.35,A,compresseur,0,False
66.75,12.9,67.44,3.86,9.81,17.0,268.0,9.0,679.11931,291.48,B,pompe,0,True
49.54,16.37,86.85,1.96,1.89,22.0,5.0,11.0,359.323597,67.7,C,pompe,1,False
86.77,0.42,45.53,2.16,9.8,16.0,20.0,18.0,102.08561,23.71,B,convoyeur,1,False
79.68,17.75,61.03,7.93,16.98,3.0,392.0,18.0,245.425314,76.92,B,convoyeur,0,False
67.35,1.19,86.71,4.93,13.45,0.0,212.0,15.0,711.896486,48.48,A,pompe,0,False
43.43,3.46,83.09,9.39,17.92,7.0,597.0,8.0,714.870774,87.77,C,convoyeur,0,False
72.1,15.31,29.18,2.94,15.16,15.0,336.0,9.0,534.2173,40.16,C,compresseur,0,False
76.19,14.07,88.36,7.99,17.2,6.0,470.0,18.0,92.228716,73.44,C,compresseur,0,False
85.65,11.76,48.32,8.34,21.25,16.0,231.0,14.0,886.337286,97.28,C,compresseur,0,False
94.7,12.51,50.4,9.13,18.02,23.0,257.0,11.0,550.897996,32.7,C,convoyeur,0,False
73.8,1.09,12.39,5.51,5.32,0.0,161.0,7.0,534.771817,76.37,A,compresseur,0,False
66.3,13.94,14.33,1.86,1.53,18.0,708.0,13.0,773.543704,95.6,A,convoyeur,0,False
40.02,9.51,15.5,8.36,20.86,11.0,352.0,17.0,683.255373,24.73,B,compresseur,1,False
57.68,13.09,79.03,8.99,4.18,11.0,335.0,12.0,49.107443,1.61,A,compresseur,0,False
82.82,7.42,26.21,3.88,17.87,2.0,502.0,14.0,478.290419,47.13,B,compresseur,0,False
78.94,13.27,46.02,4.79,11.62,2.0,567.0,16.0,899.411233,94.41,A,convoyeur,0,False
81.72,15.38,44.43,4.72,4.01,10.0,322.0,18.0,743.699181,46.61,B,compresseur,0,False
84.36,3.85,65.58,5.1,8.34,20.0,78.0,8.0,641.22095,12.14,B,pompe,0,False
54.43,14.18,13.6,2.42,20.68,11.0,434.0,15.0,222.129538,85.94,A,compresseur,1,False
40.45,13.42,70.02,7.6,11.55,7.0,5.0,10.0,453.191498,47.54,B,compresseur,0,False
69.03,1.32,47.47,6.18,13.5,25.0,208.0,3.0,408.892255,40.04,C,convoyeur,0,False
65.31,12.05,84.86,3.03,1.14,1.0,45.0,5.0,51.145967,82.69,A,compresseur,0,False
43.22,8.97,83.04,7.42,1.48,19.0,188.0,10.0,287.183629,4.12,B,compresseur,0,False
39.28,15.45,48.81,2.43,1.25,2.0,344.0,5.0,508.918305,52.31,A,convoyeur,0,False
56.38,13.49,26.28,9.39,4.69,14.0,309.0,4.0,544.841293,50.58,A,compresseur,0,False
88.29,15.22,47.93,6.14,17.72,0.0,132.0,9.0,367.816819,66.73,A,compresseur,0,False
49.68,6.23,24.21,5.72,6.49,17.0,447.0,9.0,521.015608,72.25,C,compresseur,0,False
88.98,13.88,69.3,3.31,0.94,18.0,445.0,15.0,317.430006,8.25,B,pompe,0,False
71.96,2.12,76.21,4.66,18.9,15.0,143.0,15.0,554.218554,50.61,C,pompe,0,False
53.2,3.33,85.67,5.71,16.74,20.0,563.0,5.0,529.441467,10.88,A,compresseur,0,False
35.3,5.74,80.75,2.07,11.62,8.0,361.0,17.0,790.932657,75.96,A,convoyeur,0,False
41.0,15.18,69.49,2.13,16.32,21.0,109.0,14.0,877.70534,21.74,A,convoyeur,1,False
86.09,12.33,72.99,8.45,3.62,14.0,506.0,1.0,430.080662,46.93,B,pompe,0,False
75.52,5.25,29.29,8.21,15.59,16.0,249.0,3.0,129.592268,99.01,B,compresseur,0,False
36.77,18.1,43.28,3.26,10.07,0.0,672.0,9.0,738.808761,13.6,B,pompe,0,False
35.67,14.54,47.67,4.89,19.13,18.0,138.0,0.0,479.003428,10.06,B,convoyeur,1,False
48.2,6.56,35.03,7.67,9.98,16.0,264.0,8.0,382.171222,37.35,A,compresseur,0,False
63.44,9.51,49.86,1.38,4.83,22.0,584.0,9.0,474.078867,4.22,A,convoyeur,0,False
86.26,17.56,31.15,4.3,20.73,22.0,356.0,13.0,744.170353,7.52,A,pompe,0,False
89.88,16.21,87.59,2.64,19.02,19.0,531.0,10.0,0.0,42.32,A,pompe,0,False
71.48,11.25,23.48,8.21,21.08,13.0,625.0,7.0,676.030046,62.98,B,convoyeur,1,False
66.44,10.39,49.38,6.94,10.42,8.0,480.0,3.0,169.858571,25.84,A,convoyeur,0,False
50.17,0.55,85.08,8.23,21.88,10.0,612.0,15.0,581.589941,5.21,C,compresseur,0,False
50.69,16.97,56.35,2.82,15.26,17.0,278.0,6.0,0.0,23.84,A,convoyeur,1,False
48.47,10.84,44.05,7.02,6.38,22.0,462.0,15.0,390.320862,38.63,A,pompe,0,False
44.44,1.18,89.07,4.74,12.88,18.0,542.0,9.0,141.283281,74.28,B,compresseur,0,False
60.71,15.4,78.59,3.05,3.37,16.0,692.0,16.0,293.83311,20.65,B,convoyeur,0,False
66.85,5.94,84.49,4.21,21.11,21.0,329.0,2.0,254.89753,64.83,A,pompe,0,False
82.87,2.24,30.32,2.47,10.86,14.0,685.0,9.0,154.866668,36.94,B,pompe,0,False
93.36,1.25,21.98,1.25,14.99,19.0,300.0,5.0,63.854959,51.8,A,compresseur,0,False
85.66,1.5,11.54,1.69,15.91,12.0,704.0,15.0,679.994804,5.65,B,convoyeur,0,False
94.47,8.11,47.7,4.96,9.26,25.0,198.0,14.0,838.88588,36.86,B,pompe,0,False
52.81,15.76,20.46,8.77,9.76,17.0,496.0,7.0,449.257295,75.83,C,pompe,0,False
71.8,15.72,35.49,6.41,9.83,21.0,387.0,13.0,0.0,46.63,B,pompe,0,False
59.79,8.65,14.46,5.33,10.37,14.0,406.0,2.0,343.004918,22.12,C,compresseur,0,False
62.29,11.04,72.7,2.6,8.93,20.0,337.0,5.0,312.589118,77.23,C,compresseur,0,False
44.77,16.55,17.38,5.95,17.05,2.0,651.0,3.0,391.197743,30.81,A,pompe,0,False
42.14,17.55,60.19,5.28,0.74,11.0,107.0,13.0,88.221122,0.73,A,convoyeur,1,False
49.4,5.23,70.37,9.29,4.84,11.0,573.0,7.0,482.897246,95.43,A,convoyeur,0,False
91.35,16.47,32.52,3.38,9.35,23.0,568.0,14.0,747.768305,30.29,A,compresseur,1,False
78.56,3.33,54.21,3.09,14.34,22.0,180.0,4.0,236.93441,5.69,B,compresseur,0,False
44.55,14.38,86.26,6.92,4.44,4.0,206.0,18.0,614.095018,45.24,B,pompe,0,False
69.56,15.49,51.07,2.4,21.06,24.0,115.0,16.0,693.838437,3.75,B,compresseur,1,False
64.17,17.63,42.77,4.22,8.67,18.0,416.0,8.0,77.679584,25.6,C,compresseur,0,False
43.11,0.94,36.2,5.25,3.72,9.0,572.0,0.0,655.397288,76.61,A,convoyeur,0,False
91.94,5.76,22.96,4.3,3.51,20.0,270.0,3.0,445.931341,88.96,A,convoyeur,0,False
60.14,2.39,53.11,8.45,2.83,17.0,564.0,0.0,327.277991,42.13,C,compresseur,0,False
68.77,12.51,49.9,9.17,97.26,17.0,628.0,16.0,625.860941,66.83,C,pompe,0,True
89.29,16.09,36.1,3.44,4.51,12.0,309.0,16.0,424.498142,25.01,B,pompe,1,False
82.79,7.08,60.46,5.59,9.92,23.0,373.0,4.0,478.75932,43.99,A,compresseur,0,False
94.99,7.27,64.2,4.47,18.37,16.0,180.0,2.0,0.0,72.63,A,compresseur,0,False
57.69,8.65,50.4,6.83,11.15,7.0,532.0,9.0,808.089599,52.08,C,convoyeur,0,False
46.21,16.74,49.68,5.69,21.99,1.0,499.0,1.0,679.170233,43.3,B,pompe,0,False
94.81,16.41,79.55,5.21,0.77,10.0,397.0,13.0,683.997621,30.59,A,pompe,0,False
74.21,2.92,68.48,4.45,10.02,20.0,628.0,0.0,97.811744,89.91,A,convoyeur,0,False
52.37,7.33,70.69,2.62,2.94,22.0,256.0,4.0,33.776072,20.0,A,pompe,0,False
64.97,11.07,52.76,1.47,18.93,22.0,141.0,11.0,269.391973,70.55,B,compresseur,0,False
64.62,13.82,58.74,7.85,11.07,8.0,713.0,18.0,719.884596,7.67,B,pompe,0,False
342.42,12.9,67.21,1.28,7.2,2.0,574.0,5.0,706.710892,10.33,C,compresseur,0,True
84.92,7.37,67.95,8.12,3.96,2.0,64.0,17.0,493.624489,84.44,C,pompe,0,False
90.8,7.72,17.9,6.58,2.53,8.0,704.0,3.0,0.0,53.4,C,pompe,0,False
92.9,14.63,28.39,6.17,16.45,8.0,427.0,9.0,132.302042,11.14,A,convoyeur,0,False
74.17,6.24,71.04,7.26,9.3,22.0,295.0,15.0,0.0,61.71,B,convoyeur,0,False
38.76,13.06,22.59,6.15,7.21,23.0,603.0,17.0,253.644188,9.14,B,compresseur,0,False
89.25,14.98,69.72,4.41,14.99,6.0,288.0,10.0,228.380116,74.56,B,compresseur,0,False
47.84,4.57,57.51,9.41,9.3,0.0,603.0,3.0,363.560676,18.74,B,convoyeur,0,False
48.33,2.35,47.04,8.32,9.42,11.0,354.0,12.0,393.461253,84.47,A,compresseur,1,False
78.37,17.48,50.58,8.38,6.31,4.0,95.0,8.0,684.126648,14.21,A,pompe,1,False
54.77,3.59,30.62,5.79,5.94,21.0,646.0,14.0,512.390764,47.17,B,convoyeur,0,False
50.29,2.67,61.62,2.22,14.8,15.0,144.0,13.0,86.530833,36.29,B,compresseur,0,False
40.39,4.93,59.28,1.87,0.52,11.0,639.0,12.0,451.516952,98.58,C,compresseur,0,False
69.88,8.89,57.66,5.19,11.5,22.0,388.0,4.0,786.140386,35.15,C,compresseur,0,False
45.73,2.04,16.66,4.1,11.62,10.0,41.0,4.0,56.245434,26.47,A,pompe,0,False
85.27,16.58,75.72,2.15,21.6,19.0,66.0,18.0,54.151408,43.8,A,compresseur,1,False
81.73,9.24,21.67,0.84,14.41,17.0,408.0,7.0,914.618666,76.21,C,compresseur,1,False
61.68,16.71,60.7,3.87,16.73,0.0,105.0,9.0,776.862218,45.83,B,compresseur,1,False
61.75,7.98,86.63,3.1,20.27,1.0,445.0,4.0,484.775744,35.98,B,convoyeur,0,False
74.47,7.93,82.59,7.26,6.08,4.0,397.0,0.0,688.912821,81.44,A,compresseur,0,False
70.81,6.61,48.57,8.0,11.62,12.0,710.0,2.0,749.95875,31.84,B,pompe,0,False
92.1,18.4,21.27,5.68,11.62,10.0,401.0,11.0,242.982534,55.98,B,convoyeur,0,False
49.52,4.31,73.11,6.14,19.91,3.0,203.0,8.0,341.894739,31.61,A,convoyeur,0,False
61.23,2.24,25.38,4.07,20.35,16.0,223.0,18.0,642.907643,84.07,A,convoyeur,0,False
81.97,18.22,85.83,6.2,0.87,20.0,187.0,3.0,59.699858,71.65,B,pompe,1,False
77.64,9.12,80.75,3.77,17.82,8.0,4.0,5.0,0.0,61.47,A,compresseur,1,False
55.47,10.22,77.64,4.87,1.47,24.0,94.0,8.0,215.189322,41.11,B,pompe,1,False
45.3,10.75,69.4,9.08,15.38,9.0,461.0,13.0,426.786974,85.36,B,convoyeur,0,False
81.7,4.79,43.46,7.91,2.17,25.0,713.0,14.0,910.568953,58.75,B,convoyeur,0,False
81.77,11.04,66.29,6.45,12.89,2.0,547.0,14.0,10.122825,49.55,A,compresseur,0,False
36.42,11.97,23.6,8.48,1.32,3.0,141.0,16.0,845.638905,32.71,C,convoyeur,0,False
53.1,4.24,46.18,4.85,4.97,17.0,585.0,9.0,517.958585,61.19,A,pompe,0,False
57.41,10.73,47.09,4.71,10.14,1.0,274.0,4.0,683.160029,40.89,B,pompe,0,False
77.28,2.19,28.77,2.76,13.33,11.0,86.0,1.0,89.404073,95.07,B,compresseur,0,False
69.68,4.6,52.27,1.67,5.98,6.0,695.0,5.0,419.340414,54.76,A,compresseur,0,False
49.24,1.48,73.83,2.5,21.56,22.0,391.0,10.0,366.140958,8.69,A,pompe,0,False
68.44,15.86,10.65,2.56,14.17,19.0,589.0,5.0,170.307428,43.61,A,convoyeur,0,False
70.56,0.5,49.1,9.41,13.48,0.0,433.0,13.0,519.450071,93.5,C,convoyeur,0,False
39.97,0.63,62.45,3.69,2.83,19.0,543.0,10.0,848.601195,78.93,A,convoyeur,0,False
85.86,7.16,91.43,3.51,17.51,10.0,443.0,7.0,150.826449,5.7,C,convoyeur,0,False
70.51,16.52,25.85,6.32,21.14,13.0,427.0,1.0,260.85112,65.18,B,pompe,1,False
88.19,6.31,33.54,1.05,21.69,9.0,531.0,4.0,383.62515,16.73,C,pompe,0,False
71.06,14.23,17.26,9.28,9.6,4.0,295.0,9.0,255.440024,40.05,B,convoyeur,0,False
49.45,14.14,15.38,8.17,4.53,9.0,278.0,7.0,689.165455,66.48,C,convoyeur,1,False
63.12,16.75,57.77,3.25,20.9,7.0,39.0,6.0,437.911935,47.94,B,compresseur,1,False
65.43,13.01,52.85,3.99,8.46,13.0,622.0,5.0,854.006504,59.82,A,convoyeur,1,False
66.61,13.93,48.73,7.67,21.09,6.0,462.0,14.0,681.891926,54.49,A,convoyeur,0,False
38.02,9.07,74.61,4.41,1.33,24.0,277.0,2.0,793.58753,21.62,A,convoyeur,0,False
60.55,4.93,82.6,2.09,11.97,17.0,299.0,7.0,0.0,83.41,C,pompe,0,False
38.71,9.51,16.24,5.95,1.26,8.0,127.0,50.16,361.789876,0.16,C,pompe,0,True
54.86,8.37,54.52,3.52,13.69,13.0,65.0,27.53,675.201562,60.87,A,convoyeur,0,False
81.54,0.16,34.93,8.72,7.51,24.0,331.0,9.0,125.37204,14.66,C,compresseur,0,False
58.59,8.88,21.91,6.41,1.46,16.0,96.0,15.0,432.832238,54.18,C,convoyeur,1,False
68.1,17.02,76.53,8.8,18.3,10.0,309.0,15.0,0.0,61.73,A,pompe,1,False
46.87,18.41,72.51,3.53,3.77,12.0,304.0,5.0,24.953937,59.86,A,pompe,0,False
72.4,15.97,52.89,1.59,3.48,8.0,84.0,18.0,98.47657,28.38,C,pompe,1,False
69.91,11.52,21.77,5.395,7.86,8.0,294.0,15.0,479.921783,78.69,B,pompe,0,False
75.0,17.32,84.19,7.32,17.02,4.0,131.0,13.0,1021.904422,35.71,C,pompe,1,False
39.22,16.0,21.56,6.04,12.74,22.0,185.0,0.0,380.497524,73.8,C,pompe,0,False
81.91,15.82,84.69,8.01,13.07,22.0,540.0,4.0,472.915559,23.93,A,convoyeur,0,False
68.55,2.36,85.25,6.05,3.69,11.0,694.0,16.0,124.529561,11.69,C,compresseur,0,False
50.25,3.28,89.71,5.91,14.26,24.0,405.0,9.0,746.930339,31.42,B,compresseur,0,False
87.94,16.85,63.25,2.98,20.36,20.0,202.0,9.0,97.183165,62.97,B,compresseur,1,False
65.87,8.72,18.98,5.8,17.45,10.0,369.0,17.0,803.063331,27.39,B,pompe,0,False
44.62,4.81,73.65,4.81,3.33,1.0,257.0,8.0,178.561634,78.74,B,convoyeur,1,False
53.97,4.32,42.6,2.74,4.76,7.0,238.0,17.0,183.179738,78.58,C,compresseur,0,False
43.57,4.46,36.02,3.41,15.22,6.0,197.0,0.0,508.948699,71.24,B,compresseur,0,False
84.67,10.68,16.56,1.42,2.7,16.0,206.0,9.0,445.966039,0.0,A,convoyeur,0,False
69.55,14.67,40.69,8.24,17.52,22.0,524.0,12.0,465.850309,89.99,B,pompe,1,False
67.54,2.04,64.31,5.85,3.36,1.0,485.0,0.0,747.198746,80.24,A,convoyeur,0,False
88.75,14.17,83.36,8.44,11.52,15.0,552.0,17.0,198.435226,58.34,A,compresseur,0,False
43.08,12.28,70.28,6.99,16.07,15.0,228.0,7.0,763.676378,13.89,C,compresseur,1,False
94.17,0.7,90.62,5.11,20.35,0.0,479.0,0.0,789.496297,69.81,B,convoyeur,0,False
45.1,3.27,49.95,2.13,18.58,12.0,442.0,12.0,90.72866,83.47,C,convoyeur,0,False
43.96,9.97,54.67,5.17,19.11,13.0,445.0,17.0,7.33662,96.45,B,pompe,0,False
73.02,8.15,39.16,1.54,19.53,25.0,19.0,15.0,407.608016,210.64,C,compresseur,0,True
37.66,6.04,77.58,3.29,15.63,22.0,314.0,14.0,491.670704,84.89,C,compresseur,0,False
52.73,11.9,13.1,1.68,14.88,10.0,689.0,8.0,172.065783,67.73,A,compresseur,0,False
94.97,5.43,79.35,5.16,4.29,8.0,654.0,7.0,740.573073,13.9,A,convoyeur,0,False
78.2,14.63,58.13,4.04,18.73,7.0,316.0,1.0,63.056666,46.92,C,convoyeur,1,False
44.03,14.02,55.83,5.84,19.42,7.0,345.0,15.0,166.896388,2.86,C,compresseur,0,False
35.26,6.65,65.71,2.71,21.27,24.0,706.0,10.0,152.012628,82.48,A,pompe,0,False
94.67,8.26,48.61,7.79,9.78,153.33,375.0,8.0,785.666085,63.43,B,pompe,0,True
85.16,9.79,75.82,7.26,7.64,25.0,695.0,4.0,738.159788,67.37,A,compresseur,0,False
53.8,15.84,15.02,5.41,16.52,17.0,405.0,14.0,640.896055,47.52,C,convoyeur,1,False
54.15,17.47,21.38,8.11,13.43,22.0,694.0,0.0,845.028989,38.83,C,compresseur,0,False
56.37,3.66,48.48,9.17,14.97,7.0,687.0,1.0,290.363215,85.15,A,convoyeur,0,False
45.2,14.92,50.4,7.05,15.73,12.0,500.0,7.0,650.29239,26.09,C,compresseur,0,False
72.9,14.29,62.01,6.39,9.65,3.0,166.0,17.0,497.921368,43.34,B,convoyeur,0,False
50.1,13.28,42.18,9.38,9.41,24.0,276.0,4.0,819.675017,24.72,C,compresseur,0,False
41.28,8.56,27.32,4.6,2.36,20.0,130.0,1.0,580.998956,66.49,A,convoyeur,1,False
78.01,6.29,21.64,7.87,1.93,10.0,341.0,15.0,743.719533,447.74,A,pompe,0,True
36.07,10.34,46.21,8.81,6.2,9.0,228.0,16.0,841.552728,13.64,A,convoyeur,0,False
45.81,6.6,38.52,3.62,17.25,18.0,392.0,11.0,332.998733,9.56,C,pompe,0,False
36.32,1.7,83.98,9.2,19.52,23.0,716.0,17.0,276.306571,59.44,A,pompe,0,False
74.29,7.51,45.81,3.35,10.98,6.0,131.0,11.0,797.357725,25.77,C,compresseur,0,False
44.03,7.31,15.12,9.29,13.66,15.0,257.0,6.0,217.237013,72.96,A,pompe,0,False
36.49,6.54,63.9,1.02,19.55,0.0,82.0,4.0,130.127143,87.35,B,compresseur,0,False
72.77,15.03,73.32,4.14,15.61,22.0,298.0,4.0,784.319859,55.38,A,compresseur,1,False
67.26,2.0,86.5,5.75,10.5,15.0,202.0,6.0,411.810451,86.96,A,convoyeur,0,False
88.22,11.13,70.58,7.19,12.67,9.0,372.0,9.0,599.526762,56.81,A,compresseur,0,False
86.45,3.91,87.68,9.09,14.76,17.0,352.0,0.0,520.752351,72.49,A,compresseur,0,False
88.02,13.44,71.64,3.02,14.16,8.0,183.0,11.0,663.792004,79.63,C,compresseur,1,False
77.53,0.71,64.47,9.27,0.98,3.0,691.0,0.0,1129.871744,82.34,C,compresseur,0,False
78.87,7.02,52.62,4.32,8.3,14.0,551.0,5.0,260.467964,51.8,B,pompe,0,False
45.81,6.26,71.33,4.15,11.1,23.0,136.0,0.0,538.29563,51.36,C,pompe,0,False
50.7,10.32,80.35,9.19,1.9,9.0,6.0,1.0,547.207139,9.9,C,pompe,0,False
58.93,14.65,10.43,6.47,16.54,20.0,286.0,2.0,801.144883,50.96,A,convoyeur,0,False
78.17,12.41,28.04,7.8,4.08,4.0,310.0,16.0,355.479161,7.16,A,convoyeur,0,False
48.0,8.37,47.2,1.83,13.94,19.0,607.0,15.0,536.836018,4.83,B,compresseur,0,False
65.85,4.51,25.48,8.2,11.7,3.0,435.0,14.0,97.457838,53.69,B,compresseur,0,False
84.55,1.33,33.8,2.69,4.27,5.0,282.0,7.0,420.268478,31.16,B,compresseur,0,False
49.45,5.09,55.42,3.12,11.29,8.0,579.0,9.0,545.879979,73.9,A,pompe,0,False
77.39,16.47,74.26,6.22,9.14,19.0,515.0,3.0,215.221237,59.96,C,convoyeur,0,False
92.86,0.52,13.11,3.95,12.86,5.0,118.0,12.0,693.927269,92.1,C,pompe,0,False
56.63,1.42,80.28,5.38,13.36,22.0,586.0,10.0,80.737489,46.56,B,convoyeur,0,False
72.81,18.09,63.01,7.05,20.27,9.0,497.0,10.0,142.258348,79.59,B,convoyeur,0,False
64.87,12.34,26.85,3.81,9.03,4.0,613.0,3.0,817.001326,47.71,A,convoyeur,0,False
36.01,17.81,79.86,5.47,15.9,9.0,435.0,5.0,540.363736,7.28,A,convoyeur,0,False
70.5,13.01,83.75,2.89,3.96,0.0,11.0,2.0,579.172525,2.88,B,pompe,1,False
68.88,13.36,87.58,5.91,3.86,11.0,697.0,2.0,342.609678,27.1,C,convoyeur,0,False
37.98,1.74,60.67,6.19,9.01,17.0,619.0,8.0,278.661535,4.88,C,compresseur,0,False
68.61,16.87,11.89,5.47,20.42,2.0,278.0,4.0,726.054988,11.45,C,convoyeur,0,False
42.51,7.21,48.21,7.74,12.53,17.0,656.0,18.0,388.41308,92.23,A,pompe,0,False
71.5,12.72,79.46,1.81,18.88,3.0,364.0,17.0,687.884147,41.1,A,convoyeur,0,False
48.39,16.78,41.0,1.97,12.07,6.0,72.0,1.0,422.194604,93.63,C,compresseur,0,False
58.92,0.32,20.66,6.17,2.73,24.0,383.0,9.0,553.498938,36.59,C,pompe,0,False
46.1,3.38,79.42,9.3,11.7,4.0,109.0,9.0,27.407228,78.45,A,pompe,0,False
73.23,14.95,28.37,9.23,7.24,16.0,658.0,3.0,175.477832,49.7,C,convoyeur,0,False
37.01,17.58,89.33,6.9,4.94,21.0,467.0,2.0,107.136991,17.29,B,pompe,0,False
55.0,14.76,91.9,7.59,21.33,19.0,578.0,2.0,13.591903,42.93,C,compresseur,0,False
36.26,12.98,89.25,7.82,6.24,8.0,72.0,17.0,657.513565,9.89,C,pompe,1,False
67.8,7.37,61.9,5.76,11.42,3.0,499.0,18.0,780.572962,51.47,B,compresseur,0,False
76.01,14.72,15.97,7.98,20.15,12.0,182.0,0.0,225.490549,67.58,B,compresseur,0,False
35.65,10.7,78.63,5.5,19.3,6.0,533.0,7.0,338.678601,67.49,A,convoyeur,1,False
83.55,0.34,47.5,5.49,16.3,10.0,9.0,15.0,168.810703,19.71,A,compresseur,0,False
53.06,10.36,68.87,8.12,15.2,2.0,352.0,11.0,480.302005,90.64,B,convoyeur,0,False
79.7,7.39,47.95,4.92,9.58,24.0,560.0,7.0,528.700639,53.41,A,pompe,0,False
79.66,3.18,26.75,7.88,5.58,6.0,547.0,18.0,533.434369,0.5,A,compresseur,0,False
54.76,6.5,31.69,3.88,19.58,5.0,591.0,11.0,683.194785,52.85,C,pompe,0,False
39.51,9.2,82.89,5.69,13.55,9.0,120.0,16.0,606.038291,53.6,A,compresseur,0,False
84.9,15.59,60.62,7.49,14.99,25.0,352.0,0.0,374.593877,53.55,A,compresseur,0,False
91.31,6.74,39.04,1.67,6.14,15.0,501.0,3.0,733.680625,86.27,B,pompe,1,False
68.94,13.69,80.57,1.32,16.54,1.0,208.0,0.0,723.687938,94.26,B,compresseur,0,False
44.43,13.63,59.42,9.31,10.67,10.0,624.0,8.0,530.798851,73.53,C,compresseur,0,False
47.47,0.7,66.2,4.58,11.42,19.0,201.0,3.0,210.861025,17.88,C,convoyeur,0,False
89.88,17.2,91.99,6.72,13.79,7.0,352.0,9.0,537.981621,16.73,A,compresseur,1,False
68.95,13.11,33.41,7.07,21.75,2.0,238.0,17.0,335.718523,52.77,B,pompe,0,False
44.52,15.06,88.7,3.0,19.33,21.0,217.0,16.0,864.653313,57.79,B,pompe,0,False
50.05,4.04,11.52,5.24,14.14,12.0,94.0,10.0,584.009584,51.78,A,compresseur,0,False
42.63,2.72,60.9,1.49,18.38,3.0,496.0,6.0,413.608572,36.67,B,compresseur,0,False
92.37,12.09,14.03,5.11,12.44,3.0,295.0,5.0,495.304009,86.65,A,convoyeur,0,False
77.05,15.35,44.0,2.09,18.33,23.0,21.0,13.0,103.92466,17.7,C,compresseur,1,False
51.02,0.3,49.9,2.78,20.71,2.0,278.0,3.0,558.399466,56.61,A,convoyeur,0,False
75.19,11.82,57.76,3.26,21.94,2.0,209.0,8.0,0.0,59.0,C,compresseur,0,False
63.9,9.51,46.13,2.84,16.93,2.0,155.0,4.0,384.54125,43.91,A,compresseur,1,False
88.75,10.65,32.0,4.17,7.8,23.0,196.0,2.0,779.424266,34.57,A,pompe,0,False
90.7,5.69,47.87,4.28,5.23,12.0,436.0,7.0,214.474978,90.26,B,pompe,0,False
77.64,5.4,80.78,9.05,11.62,25.0,143.0,18.0,189.288876,6.1,B,compresseur,0,False
79.39,18.26,87.74,1.67,15.88,18.0,519.0,14.0,657.116145,84.56,C,convoyeur,0,False
87.62,15.79,12.13,8.38,19.16,22.0,558.0,12.0,639.491648,53.94,A,pompe,0,False
72.01,14.77,21.22,4.4,5.51,21.0,106.0,7.0,588.009081,10.27,C,compresseur,0,False
92.31,2.07,61.65,3.48,10.32,11.0,408.0,3.0,865.037425,10.02,A,pompe,1,False
