temperature_c,vibration,humidite_pct,pression_bar,heures_utilisation_jour,nb_alertes_7j,derniere_maintenance_jours,nb_interventions_12m,consommation_kwh_j,indice_usure,site,equipement_type,panne_30j
39.28,15.45,48.81,2.43,1.25,2,344,5,508.918305,52.31,A,convoyeur,0
56.38,13.49,26.28,9.39,4.69,14,309,4,544.841293,50.58,A,compresseur,0
88.29,15.22,47.93,6.14,17.72,0,132,9,367.816819,66.73,A,compresseur,0
49.68,6.23,24.21,5.72,6.49,17,447,9,521.015608,72.25,C,compresseur,0
88.98,13.88,69.3,3.31,0.94,18,445,15,317.430006,8.25,B,pompe,0
71.96,2.12,76.21,4.66,18.9,15,143,15,554.218554,50.61,C,pompe,0
53.2,3.33,85.67,5.71,16.74,20,563,5,529.441467,10.88,A,compresseur,0
35.3,5.74,80.75,2.07,NA,8,361,17,790.932657,75.96,A,convoyeur,0
41.0,15.18,69.49,2.13,16.32,21,109,14,877.70534,21.74,A,convoyeur,1
86.09,12.33,72.99,8.45,3.62,14,506,1,430.080662,46.93,B,pompe,0
75.52,5.25,29.29,8.21,15.59,16,249,3,129.592268,99.01,B,compresseur,0
36.77,18.1,43.28,3.26,10.07,0,672,9,738.808761,13.6,B,pompe,0
35.67,14.54,47.67,4.89,19.13,18,138,0,479.003428,10.06,B,convoyeur,1
48.2,6.56,35.03,7.67,9.98,16,264,8,382.171222,37.35,A,compresseur,0
63.44,NA,49.86,1.38,4.83,22,584,9,474.078867,4.22,A,convoyeur,0
86.26,17.56,31.15,4.3,20.73,22,356,13,744.170353,7.52,A,pompe,0
89.88,16.21,87.59,2.64,19.02,19,531,10,0,42.32,A,pompe,0
71.48,11.25,23.48,8.21,21.08,13,625,7,676.030046,62.98,B,convoyeur,1
66.44,10.39,49.38,6.94,10.42,8,480,3,169.858571,25.84,A,convoyeur,0
50.17,0.55,85.08,8.23,21.88,10,612,15,581.589941,5.21,C,compresseur,0
50.69,16.97,56.35,2.82,15.26,17,278,6,0,23.84,A,convoyeur,1
48.47,10.84,44.05,7.02,6.38,22,462,15,390.320862,38.63,A,pompe,0
44.44,1.18,89.07,4.74,12.88,18,542,9,141.283281,74.28,B,compresseur,0
60.71,15.4,78.59,3.05,3.37,16,692,16,293.83311,20.65,B,convoyeur,0
NA,5.94,84.49,4.21,21.11,21,329,2,254.89753,64.83,A,pompe,0
82.87,2.24,30.32,2.47,10.86,14,685,9,154.866668,36.94,B,pompe,0
93.36,1.25,21.98,1.25,14.99,19,300,5,63.854959,,A,compresseur,0
85.66,1.5,11.54,1.69,15.91,12,704,15,679.994804,5.65,B,convoyeur,0
94.47,8.11,47.7,4.96,9.26,25,198,14,838.88588,36.86,B,pompe,0
52.81,15.76,20.46,8.77,9.76,17,496,7,449.257295,75.83,C,pompe,0
71.8,15.72,35.49,6.41,9.83,21,387,13,0,46.63,B,pompe,0
59.79,8.65,14.46,5.33,10.37,14,406,2,343.004918,22.12,C,compresseur,0
62.29,11.04,72.7,2.6,8.93,20,337,5,312.589118,77.23,C,compresseur,0
44.77,16.55,17.38,5.95,17.05,2,651,3,391.197743,30.81,A,pompe,0
42.14,17.55,60.19,5.28,0.74,11,107,13,88.221122,0.73,A,convoyeur,1
49.4,5.23,70.37,9.29,4.84,11,573,7,482.897246,95.43,A,convoyeur,0
91.35,16.47,32.52,3.38,9.35,23,568,14,747.768305,30.29,A,compresseur,1
78.56,3.33,54.21,3.09,14.34,22,180,4,236.93441,5.69,B,compresseur,0
44.55,14.38,86.26,6.92,4.44,4,206,18,614.095018,45.24,B,pompe,0
69.56,15.49,51.07,2.4,21.06,24,115,16,693.838437,3.75,B,compresseur,1
64.17,17.63,42.77,4.22,8.67,18,416,8,77.679584,25.6,C,compresseur,0
43.11,0.94,36.2,5.25,3.72,9,572,0,655.397288,76.61,A,convoyeur,0
91.94,5.76,22.96,4.3,3.51,20,270,3,445.931341,88.96,A,convoyeur,0
60.14,2.39,53.11,8.45,2.83,17,564,0,327.277991,42.13,C,compresseur,0
68.77,12.51,49.9,9.17,97.26,17,628,16,625.860941,66.83,C,pompe,0
89.29,16.09,36.1,3.44,4.51,12,309,16,424.498142,25.01,B,pompe,1
82.79,7.08,60.46,5.59,9.92,23,373,4,478.75932,43.99,A,compresseur,0
94.99,7.27,64.2,4.47,18.37,16,180,2,0,72.63,A,compresseur,0
57.69,8.65,,6.83,11.15,7,532,9,808.089599,52.08,C,convoyeur,0
46.21,16.74,49.68,5.69,21.99,1,499,1,679.170233,43.3,B,pompe,0
94.81,16.41,79.55,5.21,0.77,10,397,13,683.997621,30.59,A,pompe,0
74.21,2.92,68.48,4.45,10.02,20,628,0,97.811744,89.91,A,convoyeur,0
52.37,7.33,70.69,2.62,2.94,22,256,4,33.776072,20.0,A,pompe,0
64.97,11.07,52.76,1.47,18.93,22,141,11,269.391973,70.55,B,compresseur,0
64.62,13.82,58.74,7.85,11.07,8,713,18,719.884596,7.67,B,pompe,0
342.42,12.9,67.21,1.28,7.2,2,574,5,706.710892,10.33,C,compresseur,0
84.92,7.37,67.95,8.12,3.96,2,64,17,493.624489,84.44,C,pompe,0
90.8,7.72,17.9,6.58,2.53,8,704,3,0,53.4,C,pompe,0
92.9,14.63,28.39,6.17,16.45,8,427,NA,132.302042,11.14,A,convoyeur,0
74.17,6.24,71.04,7.26,9.3,22,295,15,0,61.71,B,convoyeur,0
38.76,13.06,22.59,6.15,7.21,23,603,17,253.644188,9.14,B,compresseur,0
89.25,14.98,69.72,4.41,14.99,6,288,10,228.380116,74.56,B,compresseur,0
47.84,4.57,57.51,9.41,9.3,0,603,3,363.560676,18.74,B,convoyeur,0
48.33,2.35,47.04,8.32,9.42,11,354,12,393.461253,84.47,A,compresseur,1
78.37,17.48,50.58,8.38,6.31,4,95,8,684.126648,14.21,A,pompe,1
54.77,3.59,30.62,5.79,5.94,21,646,14,512.390764,47.17,B,convoyeur,0
50.29,2.67,61.62,2.22,14.8,15,144,13,86.530833,36.29,B,compresseur,0
40.39,4.93,59.28,1.87,0.52,11,639,12,451.516952,98.58,C,compresseur,0
69.88,8.89,57.66,5.19,11.5,22,388,4,786.140386,35.15,C,compresseur,0
45.73,2.04,16.66,4.1,,10,41,4,56.245434,26.47,A,pompe,0
85.27,16.58,75.72,2.15,21.6,19,66,18,54.151408,43.8,A,compresseur,1
81.73,9.24,21.67,0.84,14.41,17,408,7,914.618666,76.21,C,compresseur,1
61.68,16.71,60.7,3.87,16.73,0,105,9,776.862218,45.83,B,compresseur,1
61.75,7.98,86.63,3.1,20.27,1,445,4,484.775744,35.98,B,convoyeur,0
74.47,7.93,82.59,7.26,6.08,4,397,0,688.912821,81.44,A,compresseur,0
70.81,6.61,48.57,8.0,NA,12,710,2,749.95875,31.84,B,pompe,0
92.1,18.4,21.27,5.68,NA,10,401,11,242.982534,55.98,B,convoyeur,0
49.52,4.31,73.11,6.14,19.91,3,203,8,341.894739,31.61,A,convoyeur,0
61.23,2.24,25.38,4.07,20.35,16,223,18,642.907643,84.07,A,convoyeur,0
81.97,18.22,85.83,6.2,0.87,20,187,3,59.699858,71.65,B,pompe,1
77.64,9.12,80.75,3.77,17.82,8,4,5,0,61.47,A,compresseur,1
55.47,10.22,77.64,4.87,1.47,24,94,8,215.189322,41.11,B,pompe,1
45.3,10.75,69.4,9.08,15.38,9,461,13,426.786974,85.36,B,convoyeur,0
81.7,4.79,43.46,7.91,2.17,25,713,14,910.568953,58.75,B,convoyeur,0
81.77,11.04,66.29,6.45,12.89,2,547,14,10.122825,49.55,A,compresseur,0
36.42,11.97,23.6,8.48,1.32,3,141,16,845.638905,32.71,C,convoyeur,0
53.1,4.24,46.18,4.85,4.97,17,585,9,517.958585,61.19,A,pompe,0
57.41,10.73,47.09,4.71,10.14,1,274,4,683.160029,40.89,B,pompe,0
77.28,2.19,28.77,2.76,13.33,11,86,1,89.404073,95.07,B,compresseur,0
69.68,4.6,52.27,1.67,5.98,6,695,5,419.340414,54.76,A,compresseur,0
49.24,1.48,73.83,2.5,21.56,22,391,10,366.140958,8.69,A,pompe,0
68.44,15.86,10.65,2.56,14.17,19,589,5,170.307428,43.61,A,convoyeur,0
70.56,0.5,49.1,9.41,13.48,0,433,13,519.450071,93.5,C,convoyeur,0
39.97,0.63,62.45,3.69,2.83,19,543,10,848.601195,78.93,A,convoyeur,0
85.86,7.16,91.43,3.51,17.51,10,443,7,150.826449,5.7,C,convoyeur,0
70.51,16.52,25.85,6.32,21.14,13,427,1,260.85112,65.18,B,pompe,1
88.19,6.31,33.54,1.05,21.69,9,531,4,383.62515,16.73,C,pompe,0
71.06,14.23,17.26,9.28,9.6,4,295,9,255.440024,40.05,B,convoyeur,0
49.45,14.14,15.38,8.17,4.53,9,278,7,689.165455,66.48,C,convoyeur,1
63.12,16.75,57.77,3.25,20.9,7,39,6,437.911935,47.94,B,compresseur,1
65.43,13.01,52.85,3.99,8.46,13,622,5,854.006504,59.82,A,convoyeur,1
66.61,13.93,48.73,7.67,21.09,6,462,14,681.891926,54.49,A,NA,0
38.02,9.07,74.61,4.41,1.33,24,277,2,793.58753,21.62,A,convoyeur,0
60.55,4.93,82.6,2.09,11.97,17,299,7,0,83.41,C,pompe,0
38.71,9.51,"16,24",5.95,1.26,8,127,50.16,361.789876,0.16,C,pompe,0
54.86,8.37,54.52,3.52,13.69,13,65,27.53,675.201562,60.87,A,convoyeur,0
81.54,0.16,34.93,8.72,7.51,24,331,9,125.37204,14.66,C,compresseur,0
58.59,8.88,21.91,6.41,1.46,16,96,15,432.832238,54.18,,convoyeur,1
68.1,17.02,76.53,8.8,18.3,10,309,15,0,61.73,A,pompe,1
46.87,18.41,"72,51",3.53,3.77,12,304,5,24.953937,59.86,A,pompe,0
72.4,15.97,52.89,1.59,3.48,8,84,18,98.47657,28.38,C,pompe,1
69.91,11.52,21.77,NA,7.86,8,294,15,479.921783,78.69,B,pompe,0
75.0,17.32,84.19,7.32,17.02,4,131,13,1021.904422,35.71,C,pompe,1
39.22,16.0,21.56,6.04,12.74,22,185,0,380.497524,73.8,C,pompe,0
81.91,15.82,84.69,8.01,13.07,22,540,4,472.915559,23.93,A,convoyeur,0
68.55,2.36,85.25,6.05,3.69,11,694,16,124.529561,11.69,C,compresseur,0
50.25,3.28,89.71,5.91,14.26,24,405,9,746.930339,31.42,B,compresseur,0
87.94,16.85,63.25,2.98,20.36,20,202,9,97.183165,62.97,B,compresseur,1
65.87,8.72,18.98,5.8,17.45,10,369,17,803.063331,27.39,B,pompe,0
44.62,4.81,73.65,4.81,3.33,1,257,8,178.561634,78.74,B,convoyeur,1
53.97,4.32,42.6,2.74,4.76,7,238,17,183.179738,78.58,C,compresseur,0
43.57,4.46,36.02,3.41,15.22,6,197,0,508.948699,71.24,B,compresseur,0
84.67,10.68,16.56,1.42,2.7,16,206,,445.966039,0.0,A,convoyeur,0
69.55,14.67,40.69,8.24,17.52,22,524,12,465.850309,89.99,B,pompe,1
67.54,2.04,64.31,5.85,3.36,1,485,0,747.198746,80.24,A,convoyeur,0
88.75,14.17,83.36,8.44,11.52,15,552,17,198.435226,58.34,A,compresseur,0
43.08,12.28,70.28,6.99,16.07,15,228,7,763.676378,13.89,C,compresseur,1
94.17,0.7,90.62,5.11,20.35,0,479,0,789.496297,69.81,B,convoyeur,0
45.1,3.27,49.95,2.13,18.58,12,442,12,90.72866,83.47,C,convoyeur,0
43.96,9.97,54.67,5.17,19.11,13,445,17,7.33662,96.45,B,pompe,0
73.02,8.15,39.16,1.54,19.53,25,19,15,407.608016,210.64,C,compresseur,0
37.66,6.04,77.58,3.29,15.63,22,314,14,491.670704,84.89,C,compresseur,0
52.73,11.9,13.1,1.68,14.88,10,689,8,172.065783,67.73,A,compresseur,0
94.97,5.43,79.35,5.16,4.29,8,654,7,740.573073,13.9,A,convoyeur,0
78.2,14.63,58.13,4.04,18.73,7,316,1,63.056666,46.92,C,convoyeur,1
44.03,14.02,55.83,5.84,19.42,7,345,15,166.896388,2.86,C,compresseur,0
35.26,6.65,65.71,2.71,21.27,24,706,10,152.012628,82.48,A,pompe,0
94.67,8.26,48.61,7.79,9.78,153.33,375,8,785.666085,63.43,B,pompe,0
85.16,9.79,75.82,7.26,7.64,25,695,4,738.159788,67.37,A,compresseur,0
53.8,15.84,15.02,5.41,16.52,17,405,14,640.896055,47.52,C,convoyeur,1
54.15,17.47,21.38,8.11,13.43,22,694,0,845.028989,38.83,C,compresseur,0
56.37,3.66,48.48,9.17,14.97,7,687,1,290.363215,85.15,A,convoyeur,0
45.2,14.92,NA,7.05,15.73,12,500,7,650.29239,26.09,C,compresseur,0
72.9,14.29,62.01,6.39,9.65,3,166,17,497.921368,43.34,B,convoyeur,0
50.1,13.28,42.18,9.38,9.41,24,276,4,819.675017,24.72,C,compresseur,0
41.28,8.56,27.32,4.6,2.36,20,130,1,580.998956,66.49,A,convoyeur,1
78.01,6.29,21.64,7.87,1.93,10,341,15,743.719533,447.74,A,pompe,0
36.07,10.34,46.21,8.81,6.2,9,228,16,841.552728,13.64,A,convoyeur,0
45.81,6.6,38.52,3.62,17.25,18,392,11,332.998733,9.56,C,pompe,0
36.32,1.7,83.98,9.2,19.52,23,716,17,276.306571,59.44,A,pompe,0
74.29,7.51,45.81,3.35,10.98,6,131,11,797.357725,25.77,C,compresseur,0
44.03,7.31,15.12,9.29,13.66,15,257,6,217.237013,72.96,A,pompe,0
36.49,6.54,63.9,1.02,19.55,0,82,4,130.127143,87.35,B,compresseur,0
72.77,15.03,73.32,4.14,15.61,22,298,4,784.319859,55.38,A,compresseur,1
67.26,2.0,86.5,5.75,10.5,15,202,6,411.810451,86.96,A,convoyeur,0
88.22,11.13,70.58,7.19,12.67,9,372,9,599.526762,56.81,A,compresseur,0
86.45,3.91,87.68,9.09,14.76,17,NA,0,520.752351,72.49,A,compresseur,0
88.02,13.44,71.64,3.02,14.16,8,183,11,663.792004,79.63,C,compresseur,1
77.53,0.71,64.47,9.27,0.98,3,691,0,1129.871744,82.34,C,compresseur,0
78.87,7.02,52.62,4.32,8.3,14,551,5,260.467964,,B,pompe,0
45.81,6.26,71.33,4.15,11.1,23,136,0,538.29563,51.36,C,pompe,0
50.7,10.32,80.35,9.19,1.9,9,6,1,547.207139,9.9,C,pompe,0
58.93,14.65,10.43,6.47,16.54,20,286,2,801.144883,50.96,A,convoyeur,0
78.17,12.41,28.04,7.8,4.08,4,310,16,355.479161,7.16,A,convoyeur,0
48.0,8.37,47.2,1.83,13.94,19,607,15,536.836018,4.83,B,compresseur,0
65.85,4.51,25.48,8.2,11.7,3,435,14,97.457838,53.69,B,compresseur,0
84.55,1.33,33.8,2.69,4.27,5,282,7,420.268478,31.16,B,compresseur,0
49.45,5.09,55.42,3.12,11.29,8,579,NA,545.879979,73.9,A,pompe,0
77.39,16.47,74.26,6.22,9.14,19,515,3,215.221237,59.96,C,convoyeur,0
92.86,0.52,13.11,3.95,12.86,5,118,12,693.927269,92.1,,pompe,0
56.63,1.42,80.28,5.38,13.36,22,586,10,80.737489,46.56,B,convoyeur,0
72.81,18.09,63.01,7.05,20.27,9,497,10,142.258348,79.59,B,convoyeur,0
64.87,12.34,26.85,3.81,9.03,4,613,3,817.001326,47.71,A,convoyeur,0
36.01,17.81,79.86,5.47,15.9,9,435,5,540.363736,7.28,A,convoyeur,0
70.5,13.01,83.75,2.89,3.96,0,11,2,579.172525,2.88,B,pompe,1
68.88,13.36,87.58,5.91,3.86,11,697,2,342.609678,27.1,C,convoyeur,0
37.98,1.74,60.67,6.19,9.01,17,619,8,278.661535,4.88,C,compresseur,0
68.61,16.87,11.89,5.47,20.42,2,278,4,726.054988,11.45,C,convoyeur,0
42.51,7.21,48.21,7.74,12.53,17,656,18,388.41308,92.23,A,pompe,0
71.5,12.72,79.46,1.81,18.88,3,364,17,687.884147,41.1,A,convoyeur,0
48.39,16.78,41.0,1.97,12.07,6,72,1,422.194604,93.63,C,compresseur,0
58.92,0.32,20.66,6.17,2.73,24,383,9,553.498938,36.59,C,pompe,0
46.1,3.38,79.42,9.3,11.7,4,109,,27.407228,78.45,A,pompe,0
73.23,14.95,28.37,9.23,7.24,16,658,3,175.477832,49.7,C,convoyeur,0
37.01,17.58,89.33,6.9,4.94,21,467,2,107.136991,17.29,B,pompe,0
55.0,14.76,91.9,7.59,21.33,19,578,2,13.591903,42.93,C,compresseur,0
36.26,12.98,89.25,7.82,6.24,8,72,17,657.513565,9.89,C,pompe,1
67.8,7.37,61.9,5.76,11.42,3,499,18,780.572962,51.47,B,compresseur,0
76.01,14.72,15.97,7.98,20.15,12,182,0,225.490549,67.58,B,compresseur,0
35.65,10.7,78.63,5.5,19.3,6,533,7,338.678601,67.49,A,convoyeur,1
83.55,0.34,47.5,5.49,16.3,10,9,15,168.810703,19.71,A,compresseur,0
53.06,10.36,68.87,8.12,15.2,2,,11,480.302005,90.64,B,convoyeur,0
79.7,7.39,47.95,4.92,9.58,24,560,7,528.700639,53.41,A,pompe,0
79.66,3.18,26.75,7.88,5.58,6,547,18,533.434369,0.5,A,compresseur,0
54.76,6.5,31.69,3.88,19.58,5,591,11,683.194785,52.85,C,pompe,0
39.51,9.2,82.89,5.69,13.55,9,120,16,606.038291,53.6,A,compresseur,0
84.9,15.59,60.62,7.49,14.99,25,,0,374.593877,53.55,A,compresseur,0
91.31,6.74,39.04,1.67,6.14,15,501,3,733.680625,86.27,B,pompe,1
68.94,13.69,80.57,1.32,16.54,1,"208,00",0,723.687938,94.26,B,compresseur,0
44.43,13.63,59.42,9.31,10.67,10,624,8,530.798851,73.53,C,compresseur,0
47.47,0.7,66.2,4.58,11.42,19,201,3,210.861025,17.88,C,convoyeur,0
89.88,17.2,91.99,6.72,13.79,7,352,9,537.981621,16.73,A,compresseur,1
68.95,13.11,33.41,7.07,21.75,2,238,17,335.718523,52.77,B,pompe,0
44.52,15.06,88.7,3.0,19.33,21,217,16,864.653313,57.79,B,pompe,0
50.05,4.04,11.52,5.24,14.14,12,94,10,584.009584,51.78,A,compresseur,0
42.63,2.72,60.9,1.49,18.38,3,496,6,413.608572,36.67,B,compresseur,0
92.37,12.09,14.03,5.11,12.44,3,295,5,495.304009,86.65,A,convoyeur,0
77.05,15.35,44.0,2.09,18.33,23,21,13,103.92466,17.7,C,compresseur,1
51.02,0.3,49.9,2.78,20.71,2,278,3,558.399466,56.61,A,convoyeur,0
75.19,11.82,57.76,3.26,21.94,2,209,8,0,59.0,C,compresseur,0
63.9,,46.13,2.84,16.93,2,155,4,384.54125,43.91,A,compresseur,1
88.75,10.65,32.0,4.17,7.8,23,196,2,779.424266,34.57,A,pompe,0
90.7,5.69,47.87,4.28,5.23,,436,7,214.474978,90.26,B,pompe,0
77.64,5.4,80.78,9.05,,25,143,18,189.288876,6.1,B,compresseur,0
79.39,18.26,87.74,1.67,15.88,18,519,14,657.116145,84.56,C,convoyeur,0
87.62,15.79,12.13,8.38,19.16,22,558,12,639.491648,53.94,A,pompe,0
72.01,14.77,21.22,4.4,5.51,21,106,7,588.009081,10.27,C,compresseur,0
92.31,2.07,61.65,3.48,10.32,11,408,3,865.037425,10.02,A,pompe,1
56.28,1.35,39.02,5.01,3.54,NA,185,17,462.80128,98.02,B,compresseur,0
71.56,12.06,60.89,8.08,21.12,9,110,10,609.948953,96.96,C,,0
73.66,11.95,57.24,2.66,1.74,10,624,1,613.470934,77.81,C,compresseur,0
67.36,2.13,12.45,3.16,19.95,4,172,3,678.40488,7.83,B,compresseur,0
78.3,7.08,75.28,8.15,17.19,5,390,16,743.418746,97.98,B,compresseur,0
89.42,15.64,38.78,5.11,2.65,22,369,17,648.303976,75.42,C,convoyeur,1
46.69,0.76,32.39,8.94,13.3,2,147,10,282.472077,75.46,C,convoyeur,0
36.04,4.74,10.86,9.27,8.57,11,569,0,230.383695,65.46,B,convoyeur,0
87.99,14.79,91.88,4.05,13.72,2,303,11,340.173352,89.01,B,compresseur,1
83.58,4.37,49.97,5.43,20.51,6,219,0,595.901725,76.05,C,compresseur,0
35.94,17.55,20.65,5.53,7.88,20,622,2,316.96566,75.98,B,pompe,0
93.18,4.54,76.6,1.34,12.57,14,552,10,826.459494,46.8,B,compresseur,0
91.84,6.57,78.65,4.13,12.36,2,714,3,131.795358,37.92,B,pompe,0
80.44,11.17,48.7,8.77,19.52,3,202,3,310.639795,97.59,A,pompe,1
77.15,18.17,82.22,5.82,18.15,21,694,16,0,89.56,C,compresseur,1
36.57,0.28,57.17,4.68,2.05,20,536,3,676.386298,15.22,C,pompe,0
59.78,10.89,82.86,8.42,21.43,0,370,10,130.503992,71.09,C,compresseur,0
56.22,4.89,45.84,2.24,17.15,2,543,15,380.639232,28.35,B,compresseur,0
59.2,11.44,19.41,2.71,5.22,22,15,7,497.425889,35.09,B,pompe,0
38.52,8.52,33.62,5.28,14.38,22,481,1,315.647883,80.89,C,pompe,1
57.96,9.92,61.38,4.38,6.22,15,656,17,187.924701,10.71,C,convoyeur,0
53.0,12.92,20.04,1.27,0.53,15,230,13,915.761478,84.35,C,pompe,1
82.74,9.64,84.03,5.13,1.71,24,14,7,301.216495,72.37,A,pompe,0
49.81,14.89,22.21,9.49,16.62,5,487,3,497.970101,74.45,B,compresseur,0
41.08,2.29,83.23,4.96,15.28,19,303,5,0,60.14,A,compresseur,0
45.09,17.52,31.89,7.84,14.5,25,401,"4,00",132.381391,49.31,A,convoyeur,0
76.36,11.71,91.07,4.89,1.31,7,346,8,839.72632,19.3,A,compresseur,0
58.06,5.63,89.64,7.57,4.48,3,628,17,196.924534,17.73,A,convoyeur,0
60.41,13.55,79.1,4.64,9.79,16,315,11,801.501027,70.53,C,convoyeur,0
50.11,9.1,80.35,5.04,1.49,7,486,4,598.881186,0.82,C,compresseur,0
46.66,12.43,82.36,6.43,3.46,2,424,9,1115.274557,43.8,B,compresseur,0
48.34,7.2,71.83,1.8,3.28,6,554,13,116.348944,61.39,B,convoyeur,0
75.4,5.93,44.58,9.06,20.15,14,114,13,437.739802,71.49,A,pompe,0
50.07,4.83,41.56,5.34,4.56,6,45,3,744.655594,24.82,A,pompe,0
67.41,9.51,23.03,3.09,2.1,16,242,10,409.634058,15.7,C,pompe,0
58.03,3.07,47.88,8.15,12.64,21,350,5,650.985068,38.76,B,compresseur,0
54.76,2.35,27.34,8.93,4.13,3,562,6,642.156745,73.67,B,convoyeur,0
47.26,17.32,28.72,5.63,5.67,10,93,0,213.678353,74.77,B,pompe,0
54.45,10.93,37.2,1.06,15.27,24,142,5,294.641196,72.14,A,compresseur,1
47.8,13.29,35.72,2.2,13.84,23,164,8,611.760563,53.18,A,,0
57.77,4.3,66.94,8.55,4.34,14,77,2,764.337025,61.53,B,compresseur,0
48.23,16.07,34.84,8.27,5.11,9,724,5,776.050963,25.39,C,pompe,1
59.94,2.93,45.89,8.62,3.35,25,174,0,16.235525,31.29,A,convoyeur,0
51.17,3.8,12.39,3.93,13.87,24,270,6,559.791768,67.75,C,compresseur,0
54.41,6.02,51.71,7.67,12.47,2,601,17,264.200741,30.54,B,convoyeur,0
86.85,15.96,37.56,6.5,7.82,8,250,15,0,35.41,A,convoyeur,1
48.01,17.39,80.17,2.51,6.55,24,345,5,88.851192,62.76,A,pompe,0
90.16,0.31,10.86,7.46,16.16,16,290,7,168.980038,3.73,C,compresseur,0
78.69,5.36,27.92,9.35,4.68,17,142,6,424.900528,34.46,A,compresseur,0
76.39,12.1,88.25,3.81,10.49,8,22,0,68.1403,73.26,B,convoyeur,0
48.9,5.07,89.94,6.16,13.77,18,697,7,713.354041,97.99,B,compresseur,0
44.26,12.81,40.2,7.15,14.35,5,166,1,527.261089,28.98,C,convoyeur,0
60.35,4.59,11.16,8.43,1.23,6,350,16,0,21.89,C,pompe,0
68.11,5.92,51.67,8.09,7.22,6,125,2,503.47155,26.68,B,pompe,0
86.34,13.42,77.47,3.92,10.02,23,370,5,310.934593,79.65,A,pompe,0
77.53,15.52,68.76,8.86,15.68,18,9,3,528.821799,11.12,B,pompe,1
90.89,7.72,47.49,8.44,14.47,2,194,2,719.899097,27.94,C,compresseur,1
94.14,17.2,19.86,7.62,1.32,25,641,13,376.836719,88.7,B,convoyeur,1
68.9,4.29,30.26,2.94,17.21,15,26,18,872.695011,30.08,A,pompe,0
88.37,5.78,49.38,4.56,7.19,6,322,11,648.344602,51.53,B,compresseur,0
56.82,10.26,26.55,7.96,8.19,9,268,11,226.036212,73.03,C,pompe,0
72.83,3.19,78.97,3.95,10.0,4,97,9,525.981854,72.1,B,pompe,0
52.77,2.4,26.72,4.12,7.17,8,570,4,341.656801,12.07,A,pompe,0
77.75,9.13,75.54,8.81,12.21,7,59,4,741.500833,84.43,B,compresseur,1
91.18,14.72,69.39,0.81,13.65,4,708,12,627.43648,99.64,C,pompe,1
71.85,9.58,41.88,7.6,9.09,14,758.32,15,845.611872,45.9,C,pompe,0
74.84,15.66,27.82,8.96,9.72,9,131,2,439.997395,87.41,A,compresseur,1
59.41,4.0,59.3,8.51,15.33,23,14,11,677.328177,58.11,A,NA,0
75.35,11.06,13.53,8.17,18.09,2,635,12,845.841826,39.27,C,pompe,0
69.66,3.33,63.91,4.84,21.39,0,85,17,91.672923,42.89,A,convoyeur,0
53.45,16.15,60.34,7.42,14.03,14,18,16,476.808162,91.85,B,compresseur,1
64.92,10.49,61.34,6.21,8.22,15,88,1,515.286859,53.38,A,pompe,0
84.93,6.51,78.65,3.34,11.91,19,462,7,778.32758,45.96,C,convoyeur,0
50.9,1.16,46.2,6.05,3.28,16,147,10,612.9125,81.28,C,convoyeur,0
88.47,4.07,83.46,4.37,15.03,0,380,5,622.76662,13.17,B,convoyeur,0
70.21,11.47,24.8,9.22,7.98,3,369,1,602.087872,57.98,C,convoyeur,0
56.55,17.06,20.39,5.34,17.02,25,357,7,788.493258,63.91,B,convoyeur,0
70.03,4.34,72.68,6.52,14.26,19,136,9,662.065947,70.46,A,pompe,0
73.6,4.13,72.7,8.31,19.4,18,700,8,791.729485,6.36,C,compresseur,0
72.4,7.61,70.79,4.37,2.57,20,708,12,858.241962,51.46,C,convoyeur,0
84.36,7.71,80.47,6.12,13.69,24,82,6,295.610481,79.18,A,compresseur,0
54.87,15.2,49.94,6.74,17.62,3,674,12,0,14.61,A,convoyeur,0
71.3,13.25,50.4,5.11,2.76,17,484,7,158.00191,16.15,B,compresseur,0
41.04,13.47,87.02,7.85,13.87,9,302,5,615.529838,84.77,B,compresseur,0
62.95,4.8,15.68,7.59,21.4,22,193,14,375.286066,73.22,B,pompe,0
94.04,3.37,61.12,1.17,18.42,19,25,4,122.451318,23.9,B,convoyeur,0
65.72,14.56,56.27,7.42,3.65,3,406,9,581.325929,63.38,B,compresseur,1
86.27,5.05,87.08,9.41,15.22,0,33,10,287.592721,89.83,B,pompe,0
63.66,4.17,75.5,3.15,3.48,23,24,7,216.327333,94.9,B,compresseur,0
80.04,1.83,88.29,1.46,3.52,5,363,0,59.945988,58.98,C,compresseur,0
92.73,13.6,34.89,7.72,9.91,11,"248,00",6,370.614387,36.93,A,convoyeur,1
58.2,16.48,50.27,4.7,19.18,5,315,8,720.815145,90.74,C,pompe,1
55.25,6.74,49.69,3.06,2.17,2,711,7,249.70267,21.94,A,compresseur,0
44.28,8.6,52.68,1.46,17.16,17,531,8,482.210285,78.74,C,compresseur,0
53.29,6.71,81.07,3.56,7.4,16,556,12,236.389858,55.64,A,convoyeur,0
90.93,4.4,19.77,6.57,14.72,11,527,10,43.541168,NA,A,pompe,0
70.23,13.59,57.94,6.63,9.94,23,460,7,0,21.53,C,pompe,0
59.91,5.43,62.53,4.54,21.98,3,549,14,517.249898,80.17,B,convoyeur,0
61.63,17.9,70.38,1.83,5.06,25,535,9,192.172702,25.93,C,convoyeur,0
